GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",420,55,308,211,328,64,401,53,664,248,-,**,-,**
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",964,112,-,**,1087,603,1076,125,1231,591,-,**,-,**
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",1334,531,1404,854,613,325,2443,758,1641,388,-,**,-,**
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",1106,140,1140,531,1135,196,1051,738,-,**,-,**,-,**
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",1008,133,1155,813,899,360,955,160,1140,229,-,**,-,**
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",953,69,570,406,978,119,991,308,-,**,-,**,-,**
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2054,155,2153,178,1954,171,2512,1087,1806,559,-,**,-,**
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1180,128,813,663,1400,615,1495,1016,1146,421,-,**,-,**
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",2839,138,2716,90,3098,342,2853,665,2200,1538,-,**,-,**
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",1500,250,1558,253,1546,544,1192,149,2758,1441,-,**,-,**
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",3163,137,3193,280,3146,262,3130,648,3279,803,-,**,-,**
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",2076,116,2194,71,2070,222,1724,788,1148,1102,-,**,-,**
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1115,209,2333,825,921,204,1112,282,1018,350,-,**,-,**
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1679,165,1715,494,1516,236,2016,625,2625,1866,-,**,-,**
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",2503,228,2554,383,2287,194,3088,1282,-,**,-,**,-,**
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",1921,219,1944,377,1852,270,2080,1402,2141,1213,-,**,-,**
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",1812,148,1867,1580,1838,193,1811,206,1218,526,-,**,-,**
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",2198,126,2028,352,2043,235,"3,500+",***,1990,320,-,**,-,**
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",1348,203,1532,999,1319,326,1159,223,1704,397,-,**,-,**
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",2644,246,2724,322,2712,840,2531,1924,2477,1030,-,**,-,**
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2096,307,2631,476,1895,688,2302,783,1166,681,-,**,-,**
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",2002,167,2449,1284,1808,144,2243,290,2032,397,-,**,-,**
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",1134,80,2234,1388,1048,568,1082,164,1080,102,-,**,-,**
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",2242,298,2661,135,1984,768,1989,1634,2558,432,2232,1093,-,**
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",1936,265,1661,397,2004,330,2131,842,-,**,-,**,-,**
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2062,312,1894,359,2201,504,2546,908,1839,345,-,**,-,**
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",2641,255,2627,373,2293,445,3431,706,2514,1686,-,**,2750,696
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",2810,264,2888,240,2993,316,2457,1012,2274,795,-,**,-,**
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2806,354,2569,293,3198,298,2167,712,-,**,-,**,-,**
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2256,225,1353,30,2103,299,2569,168,"3,500+",***,-,**,-,**
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",2422,530,1117,1072,3183,898,2214,476,-,**,-,**,-,**
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",1294,586,594,344,2853,687,1261,1111,3178,2289,-,**,-,**
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",3500,387,2277,95,"3,500+",***,"3,500+",***,-,**,-,**,-,**
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",2969,261,3231,258,3038,357,2742,307,-,**,-,**,-,**
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",2127,141,1371,944,2118,158,2377,410,-,**,-,**,-,**
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2629,562,-,**,3043,623,2349,345,2788,1160,-,**,-,**
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2728,94,2737,199,2676,111,"3,500+",***,-,**,-,**,-,**
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",2546,200,2093,261,2442,271,2898,325,3500,391,-,**,-,**
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",2268,135,2367,268,2273,196,2233,245,-,**,-,**,-,**
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",2408,244,2260,226,2717,681,-,**,2460,882,-,**,-,**
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",2325,82,2194,89,2316,128,2723,379,3326,729,-,**,-,**
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",1656,910,2240,1295,2096,436,1710,1021,908,749,1435,1250,-,**
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",2523,155,2167,163,2618,198,2902,293,2431,472,-,**,-,**
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",2375,313,2061,406,2853,419,2715,325,2204,526,-,**,-,**
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",3247,227,3109,542,3329,236,3143,1972,-,**,-,**,-,**
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",2681,483,2162,256,2753,1000,3135,965,3368,213,-,**,-,**
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",2153,450,2129,369,2037,795,2712,1022,2591,1767,-,**,-,**
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",2359,299,1632,575,2501,387,3216,517,3132,695,-,**,-,**
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",2092,301,1807,167,2332,503,2941,1359,-,**,-,**,-,**
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2900,327,2443,232,3248,372,"3,500+",***,2781,2212,-,**,-,**
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2472,408,2179,364,2561,482,3426,2139,-,**,-,**,-,**
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",2676,151,2422,269,2680,531,3225,948,"3,500+",***,-,**,-,**
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",2268,151,2089,298,2193,291,2732,615,-,**,-,**,-,**
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",2647,178,2337,684,2705,537,3097,392,"3,500+",***,-,**,-,**
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",1746,911,2402,1755,1316,459,3246,1774,1173,117,-,**,-,**
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",2580,117,2470,338,2612,474,2828,243,-,**,-,**,-,**
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",1825,186,1911,293,1712,286,2527,989,1200,765,-,**,-,**
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",2958,224,2662,117,3206,131,3020,378,-,**,-,**,-,**
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",922,200,2168,964,875,237,892,547,1647,1049,-,**,-,**
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",3329,95,3117,766,3408,148,3284,232,-,**,-,**,-,**
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York","3,500+",***,3306,171,"3,500+",***,"3,500+",***,3478,278,-,**,-,**
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2927,348,"3,500+",***,2809,591,3096,583,2621,855,-,**,-,**
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",2613,417,2373,885,2894,543,1850,853,"3,500+",***,-,**,-,**
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",2043,214,1721,141,2414,255,2362,890,-,**,-,**,-,**
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",1920,346,986,700,2455,401,1731,700,2161,1442,-,**,-,**
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",2337,206,2194,216,2468,422,2224,1175,2529,673,-,**,-,**
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",2132,393,2019,1212,2445,571,-,**,2849,247,-,**,-,**
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",2532,324,2198,715,2736,290,1438,1049,-,**,-,**,-,**
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",1831,333,1965,398,2573,782,-,**,1669,378,-,**,-,**
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",2833,1950,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1967,557,-,**,2457,1541,2353,826,1458,478,-,**,-,**
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",2646,549,-,**,2771,506,-,**,-,**,-,**,-,**
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",892,138,1509,706,716,300,903,177,-,**,-,**,-,**
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",2527,272,2203,201,2742,275,1859,1611,2616,419,-,**,-,**
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",3127,209,2799,214,3449,335,3101,470,"3,500+",***,-,**,-,**
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",2449,156,2141,180,2575,519,3128,278,-,**,-,**,-,**
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",3446,142,"3,500+",***,3296,307,"3,500+",***,-,**,-,**,-,**
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York","3,500+",***,-,**,3250,633,-,**,-,**,-,**,-,**
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",2637,400,2315,178,3123,240,1727,1196,-,**,-,**,-,**
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",2661,355,2422,552,2625,448,3091,718,-,**,-,**,-,**
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",2690,173,2748,160,2625,976,2671,915,-,**,-,**,-,**
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2872,269,2334,221,2756,346,3118,320,3500,695,-,**,-,**
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",2272,161,2065,324,2215,279,2666,307,2345,776,-,**,-,**
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",2792,631,2424,501,2906,398,"3,500+",***,-,**,-,**,-,**
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",2439,233,2069,267,2097,442,3149,296,2593,244,-,**,-,**
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2398,466,1786,636,2183,752,2910,564,-,**,-,**,-,**
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",2571,341,2500,358,2716,532,2327,495,-,**,-,**,-,**
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",2738,388,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",2701,317,2522,1280,2848,629,2821,965,2278,380,-,**,-,**
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",3021,2666,2500,1822,-,**,-,**,-,**,-,**,-,**
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",2188,442,2389,280,2263,515,2773,1490,1694,132,-,**,-,**
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",2073,316,1500,359,2125,499,2149,397,-,**,-,**,-,**
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",2446,301,2147,572,3034,716,2286,943,-,**,-,**,-,**
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",1669,113,1560,197,1613,237,1781,296,2089,326,-,**,-,**
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2933,177,2590,266,3280,131,1877,1369,-,**,-,**,-,**
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",2450,150,2093,257,2430,218,2793,394,2715,130,-,**,-,**
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",517,172,554,138,-,**,-,**,-,**,-,**,-,**
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1996,564,-,**,2192,614,1079,198,3077,2252,-,**,-,**
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",1488,369,1121,442,1631,792,2343,385,-,**,-,**,-,**
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",2449,382,2125,929,2397,695,2907,375,-,**,-,**,-,**
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",2334,151,1925,105,2366,208,2985,582,"3,500+",***,-,**,-,**
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York","3,500+",***,2987,451,"3,500+",***,3423,1394,3222,2691,-,**,272,234
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",2085,222,1777,327,2242,432,2329,303,1441,285,-,**,-,**
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",1915,242,1392,438,2043,287,2686,507,3130,2915,-,**,-,**
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",2077,189,2021,1818,2190,266,2141,395,1718,396,-,**,-,**
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",2476,204,2361,148,2692,327,1976,951,"3,500+",***,2733,795,-,**
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1797,139,1625,299,1945,1328,"3,500+",***,-,**,-,**,-,**
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",2808,141,2796,196,2777,172,2952,349,-,**,-,**,-,**
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",2024,163,1691,131,2174,119,1949,565,-,**,-,**,-,**
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",2253,174,1853,259,2322,226,2506,297,2631,1347,-,**,-,**
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",1961,312,1996,461,2108,662,1953,413,1505,1402,-,**,-,**
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",1207,141,2314,557,1415,796,1036,112,1423,1012,-,**,-,**
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",2267,189,1811,158,2581,558,2307,243,3139,288,-,**,-,**
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",2956,547,3051,418,2790,954,3060,556,2423,539,-,**,-,**
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",2261,102,2135,149,2249,224,2365,203,3155,657,-,**,-,**
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",2040,357,1666,300,2625,160,1038,298,-,**,-,**,-,**
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",2464,181,1868,489,2502,230,2538,220,2837,1535,-,**,-,**
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",2461,397,2087,1158,2407,491,2617,958,2691,794,-,**,-,**
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",-,**,-,**,-,**,-,**,-,**,-,**,-,**
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2330,508,1615,503,2613,250,2858,282,2634,1127,-,**,-,**
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",2271,128,1990,203,2219,160,2760,235,3090,495,-,**,-,**
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York","3,500+",***,-,**,"3,500+",***,2704,1622,"3,500+",***,-,**,-,**
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2303,87,2110,128,2358,178,2877,487,2491,1489,-,**,-,**
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",2173,173,1971,176,2273,346,2232,799,3381,915,-,**,-,**
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",3337,174,1880,115,"3,500+",***,3452,192,"3,500+",***,-,**,-,**
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",2351,132,2309,107,2381,267,2444,279,1034,726,-,**,-,**
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",2175,267,1975,247,1965,262,2932,359,1768,962,-,**,-,**
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",2452,700,1879,289,2948,772,3056,1469,-,**,-,**,-,**
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",2217,189,-,**,2282,251,2315,396,1466,650,-,**,-,**
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2852,471,-,**,3112,296,2343,587,-,**,-,**,-,**
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",1072,187,1942,1523,1824,946,844,332,686,157,-,**,-,**
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",1456,347,1776,442,1184,967,1376,227,2321,1632,-,**,-,**
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",2655,223,2181,417,2748,234,2412,1144,"3,500+",***,-,**,-,**
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",2035,172,1832,104,2352,159,1705,690,905,423,-,**,-,**
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",2962,421,2031,1425,3386,251,2581,1495,-,**,-,**,-,**
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2214,236,1866,133,2394,295,2554,482,-,**,-,**,-,**
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",987,388,1854,1811,1815,500,867,226,645,516,-,**,-,**
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",2166,159,1885,532,2177,184,2554,1084,2243,196,-,**,-,**
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2395,216,1864,324,2597,237,2813,1323,-,**,-,**,-,**
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",2388,191,2289,791,2406,315,2466,282,-,**,-,**,-,**
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",2399,346,2013,451,2254,639,"3,500+",***,-,**,-,**,-,**
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",2560,461,-,**,2659,380,"3,500+",***,2705,1219,-,**,-,**
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1695,180,-,**,1589,519,1621,301,1796,578,-,**,-,**
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",2361,147,1967,718,2401,176,3024,899,3298,1013,-,**,-,**
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",870,123,976,251,824,567,879,288,667,395,1054,811,-,**
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",2187,76,2134,171,2187,143,2381,280,2280,646,-,**,-,**
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",741,180,869,401,628,184,686,246,924,322,-,**,-,**
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",2050,158,2048,324,2136,458,1874,243,2331,544,-,**,-,**
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",1086,123,1559,406,1231,310,848,252,827,591,-,**,-,**
1400000US36061016700,36061016700,"Census Tract 167, New York County, New York",2203,165,1968,330,2141,442,2319,206,2365,399,1732,1141,-,**
1400000US36061016800,36061016800,"Census Tract 168, New York County, New York",686,83,-,**,736,90,638,85,594,278,-,**,-,**
1400000US36061016900,36061016900,"Census Tract 169, New York County, New York",2166,176,1876,258,2132,849,2408,447,2529,875,1638,1429,-,**
1400000US36061017000,36061017000,"Census Tract 170, New York County, New York",1067,46,-,**,893,113,1111,35,1250,374,-,**,-,**
1400000US36061017100,36061017100,"Census Tract 171, New York County, New York",1885,330,1820,247,2506,857,-,**,2234,1915,982,74,-,**
1400000US36061017200,36061017200,"Census Tract 172, New York County, New York",1115,139,1543,346,1294,505,1101,155,741,159,-,**,-,**
1400000US36061017300,36061017300,"Census Tract 173, New York County, New York",1962,292,1531,1013,2171,288,1979,347,-,**,-,**,-,**
1400000US36061017401,36061017401,"Census Tract 174.01, New York County, New York",693,210,215,143,912,412,728,291,681,222,522,271,-,**
1400000US36061017402,36061017402,"Census Tract 174.02, New York County, New York",1358,419,1742,144,-,**,1089,257,2094,781,2250,1021,-,**
1400000US36061017500,36061017500,"Census Tract 175, New York County, New York",1894,388,1174,921,2142,251,1225,711,2603,819,2202,1614,-,**
1400000US36061017700,36061017700,"Census Tract 177, New York County, New York",1100,198,1378,776,1052,211,964,479,1331,329,-,**,-,**
1400000US36061017800,36061017800,"Census Tract 178, New York County, New York",1253,149,847,95,1237,139,1456,334,1456,1089,-,**,-,**
1400000US36061017900,36061017900,"Census Tract 179, New York County, New York",1692,216,-,**,2056,461,1742,188,1678,610,-,**,-,**
1400000US36061018000,36061018000,"Census Tract 180, New York County, New York",864,134,967,79,1247,220,522,73,729,188,-,**,-,**
1400000US36061018100,36061018100,"Census Tract 181, New York County, New York",1129,112,-,**,1843,445,1004,197,1179,386,-,**,-,**
1400000US36061018200,36061018200,"Census Tract 182, New York County, New York",640,169,-,**,1115,396,661,187,538,162,457,144,-,**
1400000US36061018300,36061018300,"Census Tract 183, New York County, New York",2069,394,1197,539,2353,425,2533,600,1984,384,-,**,-,**
1400000US36061018400,36061018400,"Census Tract 184, New York County, New York",600,116,-,**,724,368,549,96,681,206,-,**,-,**
1400000US36061018500,36061018500,"Census Tract 185, New York County, New York",2071,416,2080,716,2585,996,2057,767,1750,139,-,**,-,**
1400000US36061018600,36061018600,"Census Tract 186, New York County, New York",602,238,670,412,-,**,490,362,511,212,1115,652,-,**
1400000US36061018700,36061018700,"Census Tract 187, New York County, New York",1838,294,2000,1192,1598,688,1672,363,2246,291,2630,2416,-,**
1400000US36061018800,36061018800,"Census Tract 188, New York County, New York",1009,146,792,647,906,112,1281,230,1309,469,-,**,725,513
1400000US36061018900,36061018900,"Census Tract 189, New York County, New York",677,210,915,504,797,131,436,184,756,139,-,**,-,**
1400000US36061019000,36061019000,"Census Tract 190, New York County, New York",816,159,616,105,709,250,1210,161,746,646,-,**,-,**
1400000US36061019100,36061019100,"Census Tract 191, New York County, New York",1618,289,-,**,1820,480,1812,386,1418,1156,-,**,-,**
1400000US36061019200,36061019200,"Census Tract 192, New York County, New York",473,173,-,**,281,97,505,255,1044,175,-,**,-,**
1400000US36061019300,36061019300,"Census Tract 193, New York County, New York",1247,192,1641,426,1160,368,1167,743,1063,369,1992,325,-,**
1400000US36061019400,36061019400,"Census Tract 194, New York County, New York",561,143,683,552,1054,266,610,110,247,213,-,**,-,**
1400000US36061019500,36061019500,"Census Tract 195, New York County, New York",1874,336,2141,447,1872,527,1899,440,1147,812,2854,970,-,**
1400000US36061019600,36061019600,"Census Tract 196, New York County, New York",518,133,245,200,274,36,1490,540,1442,318,3044,2368,-,**
1400000US36061019701,36061019701,"Census Tract 197.01, New York County, New York","3,500+",***,2800,1370,"3,500+",***,"3,500+",***,"3,500+",***,-,**,-,**
1400000US36061019702,36061019702,"Census Tract 197.02, New York County, New York",1605,755,-,**,-,**,2353,325,-,**,2545,2379,-,**
1400000US36061019800,36061019800,"Census Tract 198, New York County, New York",1359,171,-,**,1189,398,1535,327,1616,1060,-,**,-,**
1400000US36061019900,36061019900,"Census Tract 199, New York County, New York",1774,110,1778,90,1725,171,2016,347,1563,386,-,**,-,**
1400000US36061020000,36061020000,"Census Tract 200, New York County, New York",1268,213,543,393,1140,202,1495,488,-,**,-,**,"3,500+",***
1400000US36061020101,36061020101,"Census Tract 201.01, New York County, New York",2163,126,1768,179,2045,185,2063,418,2404,270,2375,1459,-,**
1400000US36061020102,36061020102,"Census Tract 201.02, New York County, New York",1308,174,-,**,987,195,1349,108,2341,290,1167,808,-,**
